code,name,la,ln,Trains,train_orig
DHND,DHINDA,75.361206,26.890931,3,0
DHNE,DHONE,77.865727,15.396729,58,0
DHO,DHAULPUR,77.906049,26.697592,39,0
DHPR,DAPPAR,76.80750986,30.51764095,3,0
DHR,DHARNAODA,77.099253,24.592205,1,0
DHRJ,DHIRGANJ,81.924339,25.745642,2,0
DHRR,DHIRERA,73.616355,28.363519,8,0
DHRY,DHALPUKHURI,92.880626,25.981051,2,0
DHS,DHAVALAS,75.33426192,18.12968174,2,0
DHT,DHAMARA GHAT,86.599522,25.590821,4,0
DHU,DHUBULIA,88.441145,23.483546,4,0
DHW,DHARIWAL,75.321565,31.949113,7,0
DIA,DIDWANA,74.557656,27.406108,8,0
DIG,DUGGIRALA,80.62357,16.327559,8,0
DIH,DHARUADIHI,84.223691,21.995145,4,0
DIL,DILAWARNAGAR,80.6674744,26.9601891,4,0
DING,DING,75.2606046,29.4610537,2,0
DINR,DIVINE NAGAR,76.33631436,10.28539937,8,0
DIR,DHANAPUR ORISSA,82.507393,18.945173,2,0
DISA,DISA,72.1796003,24.2371252,8,0
DIVA,DIVA,73.041905,19.188394,23,1
DIW,DHILWAN,75.335011,31.498953,1,0
DJ,DARJEELING,88.263326,27.038151,12,9
DJG,DULIAJAN,95.306952,27.367712,8,0
DJHR,DEOJHAR,85.47699312,22.08071726,2,0
DJKR,DOLAJI KA KHERA,73.882498,25.537166,2,0
DJRZ,TO DARJEELING,88.3332302,26.8521353,6,0
DJX,DUNGRIPALI,83.559213,21.060873,2,0
DKAE,DANKUNI,88.291491,22.677422,11,0
DKC,DEVARKADRE,77.838261,16.630504,1,0
DKD,DONAKONDA,79.484112,15.834631,18,0
DKDE,DANKAUR,77.643211,28.415313,1,0
DKGN,DEKARGAON,92.763075,26.681166,2,1
DKGS,DINKAR GRAM SIM,86.014464,25.411453,6,0
DKJ,DORNAKAL JN,80.153157,17.445987,32,0
DKJR,DHEKIAJILI ROAD,92.452548,26.809214,2,0
DKLU,DOIKALLU,83.48161132,19.74188249,2,0
DKN,DEVANGONTHI,77.831087,12.985647,3,0
DKNT,DAKANIYA TALAV,75.865501,25.145188,9,0
DKO,DEVAKOTTAI ROAD,78.761747,10.037611,14,0
DKRA,DHUANKHERI,75.89805,24.504973,1,0
DKS,DAREKASA,80.580751,21.271299,2,0
DKT,DHULKOT,76.787535,30.395686,1,0
DKY,DHOKI,76.102989,18.353216,2,0
DKZ,DELHI KISHANGNJ,77.201256,28.664732,19,0
DL,DALADI,71.069304,22.585067,6,0
DLB,DAULATABAD,75.210494,19.916367,6,0
DLC,DALMERA,73.65658,28.417832,4,0
DLD,DALAUDA,75.105361,23.948637,5,0
DLGN,DHALGAON,74.9887134,17.1209672,11,0
DLI,DELHI,77.228356,28.661816,127,36
DLJ,DHOLA JN,71.738273,21.822549,17,0
DLK,DALKOLHA,87.838877,25.873416,29,0
DLN,DILDARNAGAR JN,83.668324,25.419424,41,0
DLO,DALGAON,89.136244,26.715384,14,0
DLP,DALPATPUR,78.877187,28.820438,2,0
DLPH,DAULATPUR HAT,88.33278722,25.32611273,2,0
DLQ,DALELNAGAR,80.419624,27.118537,2,0
DLR,DULLAHAPUR,83.423264,25.799898,13,0
DMBR,DUMRI BIHAR,85.766204,23.807394,1,0
DMG,DOMINGARH,83.341993,26.765251,3,0
DMGN,DHAMALGAON,94.856569,27.325566,2,0
DMH,DAURAM MADHPURA,86.782638,25.908513,2,0
DMK,DILMILI,81.737851,18.987443,2,0
DML,DHARAMTUL,92.36716,26.189127,2,0
DMLE,DUMURDAHA,88.432662,23.040053,2,0
DMM,DHARMAVARAM JN,77.717115,14.424369,88,1
DMN,DHAMANGAON,78.138054,20.784674,30,0
DMNJ,DAMANJODI,82.865768,18.767771,6,0
DMO,DAMOH,79.432246,23.836693,57,1
DMP,DHARMPUR HMCHL,77.023914,30.900491,6,0
DMRT,DUMURIPUT,82.803933,18.780367,2,0
DMRX,DUMRI HALT,86.02839571,25.24593624,8,0
DMT,DIGUVAMETTA,78.826206,15.39493,6,0
DMV,DIMAPUR,93.727816,25.905702,43,2
DMW,DALMAU JN,81.05365,26.07525,2,0
DNA,DEGANA JN,74.316388,26.897349,54,0
DND,DANDUPUR,82.040632,25.801595,7,0
DNDI,DHONDI,76.736112,19.106268,4,0
DNEA,DANEA,85.658334,23.799131,2,0
DNK,DHANAKYA,75.605607,26.91819,3,0
DNKL,DHENKANAL,85.590878,20.676825,41,0
DNM,DHANMANDAL,86.11228,20.687806,4,0
DNN,DINA NAGAR,75.467351,32.134789,3,0
DNR,DANAPUR,85.044629,25.581921,88,12
DNRE,DHANAURI,86.15917503,25.17196866,4,0
DNRP,DUNGARPUR,73.695462,23.867175,2,0
DNT,DANTAN,87.284055,21.930376,2,0
DNV,DONKINAVALASA,83.350942,18.468756,4,0
DNW,DANGARWA,72.441253,23.401485,2,0
DNWH,DANIYAWAN BZR H,85.29089511,25.43450362,4,0
DNX,DHANSU,75.801658,29.211731,2,0
DO,DAUSA,76.330336,26.900047,50,0
DOA,DORAHA,76.043303,30.804137,8,0
DOD,DHODHAR,75.103546,23.770741,5,0
DOE,DEORI,80.009808,23.298435,6,0
DOH,DHODRA MOHAR,77.875226,22.281504,2,0
DOHM,DEVGARH MADRIYA,73.855552,25.610206,2,0
DOL,DHOLI,85.562495,25.976952,16,0
DOS,DEHRI ON SONE,84.185434,24.914895,65,0
DOTL,DEOTALA,88.294214,25.274329,2,0
DOZ,DAURAI,74.619546,26.395604,2,0
DPA,DURGAPURA,75.786436,26.855947,45,0
DPC,DARLIPUT,82.746519,18.365186,2,0
DPE,DEVARAPALLI,77.51223649,13.72380659,2,0
DPH,DADHAPARA,82.123182,22.028156,1,0
DPJ,DHARMAPURI,78.154742,12.126595,21,0
DPL,DANAULI PHLWRIA,86.249406,25.420471,2,0
DPR,DHAMPUR,78.501588,29.305446,15,0
DPS,DANGOAPOSI,85.59273,22.167964,8,0
DPU,DIPHU,93.438384,25.83725,43,0
DPUR,DEPUR PH,83.250076,19.972516,2,0
DPW,DHAPEWARA,80.19132726,21.87272116,4,0
DPX,DADPUR,86.349076,24.829399,2,0
DPZ,DEVPURA,76.251747,26.03271,2,0
DQG,DHUPGURI,88.994973,26.573532,33,0
DQN,DHANERA,72.032364,24.506528,8,0
DQR,DABIRPURA,78.490284,17.366083,2,0
DR,DADAR,72.842972,19.017179,110,11
DRB,DEBARI,73.805352,24.606987,2,0
DRD,DAHANU ROAD,72.743368,19.991217,37,0
DRH,DHARHARA,86.41153807,25.25789341,20,0
DRI,DUMRI JUARA,84.869395,25.748425,2,0
DRL,DEROL,73.462158,22.630205,10,0
DRLA,DAURALA,77.70616,29.114015,1,0
DRPH,DEVRI P.H,79.836698,22.85663,3,0
DRR,DHARUR,77.75853,17.28952,4,0
DRS,DHARESHWAR,73.667743,25.777584,2,0
DRSN,DHURWASIN,81.845641,23.129052,12,0
DRTP,DASHARATHPUR,86.46453228,25.26518182,6,0
DRU,KADUR,76.008846,13.552501,30,0
DRW,DHAREWADA,72.378575,23.960816,2,0
DRWN,DEROWAN P. H.,85.299778,22.487947,4,0
DRZ,DALLI RAJHARA,81.067973,20.586729,2,1
DS,DASNA,77.528116,28.690719,2,0
DSA,DELHI SHAHDARA,77.293154,28.673098,34,0
DSB,SADAR BAZAR,77.216852,28.658656,3,0
DSD,DOSVADA,73.502728,21.130512,3,0
DSJ,DELHI SAFDARJNG,77.186969,28.582121,6,0
DSL,DESWAL,73.885443,26.850374,2,0
DSNI,DAUSNI,77.979636,29.784745,4,0
DSO,DESHNOK,73.338483,27.791303,18,0
DSPN,DESHAPRAN P.H.,87.817047,22.029347,2,0
DSPT,DANISHPET,78.13825634,11.85891916,3,0
DSS,DALSINGH SARAI,85.8414652,25.6647486,33,0
DTAE,DHATRIGRAM,88.311822,23.277796,1,0
DTL,DARRITOLA,82.395751,23.289638,4,0
DTO,DALTONGANJ,84.074843,24.033075,31,0
DTP,DIVITI PALLI,78.084175,16.740883,1,0
DTRA,DANTRA,75.149207,26.772569,2,0
DTV,DHUTRA,84.091098,21.896882,4,0
DTVL,DATIVLI,73.059049,19.187012,4,0
DUA,DHAURA,78.321791,24.44965,11,0
DUB,DABTARA,78.991164,28.368424,8,0
DUBH,DUBAHA,85.617108,25.948785,2,0
DUD,DUDHANI,76.37871,17.362421,12,0
DUI,DHURI JN,75.866603,30.372741,46,0
DUJ,DUBRAJPUR,87.378973,23.803358,2,0
DUMK,DUMKA,87.254975,24.289527,2,1
DUN,DUGANPUR,79.13019,28.658317,2,0
DURE,DUMRAON,84.143865,25.571984,32,0
DURG,DURG,81.291837,21.200327,127,15
DUSI,DUSI,83.857682,18.369969,2,0
DVD,DUVVADA,83.152059,17.703843,97,0
DVG,DAVANGERE,75.92229,14.467834,49,0
DVH,DEVI HALT,78.86207,21.706411,4,0
DVL,DEVLALI,73.83729,19.897509,42,0
DWD,DHEKVAD,74.13857,21.339179,5,0
DWG,DEWANGANJ,77.592867,23.429766,5,0
DWK,DWARKA,68.980434,22.251023,30,0
DWLE,DHAUNI,86.99304098,25.01032968,2,0
DWO,DOIWALA,78.12218,30.175451,10,0
DWP,DWARAPUDI,81.922661,16.927556,25,0
DWR,DHARWAR,75.004552,15.440386,53,3
DWV,DIWANKHAVATI,73.418174,17.855413,4,0
DWX,DEWAS,76.051191,22.977556,66,0
DWZ,DANTEWARA,81.354536,18.907733,2,0
DXD,DIGOD,76.015396,25.196344,3,0
DXG,DHARANGAON,75.286092,21.006447,10,0
DXK,DHANA KHERLI,77.535779,26.950169,2,0
DXN,DUDDHINAGAR,83.21679154,24.20903185,10,0
DXR,DIGSAR,71.499375,22.712403,4,0
DY,DUMARIYA,77.234121,26.864673,2,0
DYD,DARYABAD,81.550114,26.861303,19,0
DYE,DAYANAND NAGAR,78.53135,17.456247,2,0
DZA,DASUYA,75.657932,31.80853,27,0
ED,ERODE JN,77.725934,11.327682,162,1
EDD,EDDULADODDI,77.589906,15.329698,4,0
EE,ELURU,81.119762,16.717816,123,0
EKC,EKCHARI,87.21386585,25.22762305,10,0
EKI,EKLAKHI,88.099492,25.167868,8,0
EKM,EKAMBARAKUPPAM,79.573126,13.318604,8,0
EKMA,EKMA,84.53637,25.967099,11,0
EKN,EZHUKONE,76.715068,8.979143,2,0
EKR,EKANGARSARAI,85.2322638,25.2224815,4,0
ELM,ELIMALA,75.2308476,12.0686868,2,0
EN,ISAND,72.484975,23.294039,2,0
ERL,ERANIEL,77.308161,8.212549,12,0
ERN,ERNAKULAM TOWN,76.2861,9.991582,80,0
ERS,ERNAKULAM JN,76.290672,9.969542,97,21
ET,ITARSI JN,77.7649216,22.6085423,262,1
ETM,ETTUMANUR,76.545152,9.676196,4,0
ETP,ETTAPUR ROAD,78.468545,11.651009,2,0
ETW,ETAWAH,79.021502,26.78597,61,0
EVA,EDAVAI,76.697477,8.762883,2,0
FA,FALNA,73.234953,25.235808,77,0
FAN,FATEHNAGAR,74.095782,24.81828,9,0
FBD,FARRUKHABAD,79.571737,27.38236,26,1
FBG,FORBESGANJ,87.262803,26.298901,4,0
FD,FAIZABAD JN,82.135574,26.768996,61,3
FDB,FARIDABAD,77.307348,28.411473,73,0
FDK,FARIDKOT,74.76138,30.682857,14,0
FDN,FARIDABAD NW TN,77.309368,28.376248,3,0
FGR,FATEHGARH,79.62159,27.369608,10,0
FGSB,FATEHGARH SAHIB,76.388124,30.650726,2,0
FHT,FARAH TOWN,77.758086,27.318183,2,0
FK,FEROK,75.8302845,11.1749722,35,0
FKA,FAZILKA,74.025417,30.408641,2,1
FKB,FAKHRABAD,77.974481,18.824644,3,0
FKG,FURKATING JN,94.002692,26.465652,29,0
FKM,FAKIRAGRAM JN,90.186189,26.365237,17,0
FL,PHULERA JN,75.245456,26.872814,89,0
FLD,PHULAD,73.813118,25.623979,2,0
FLK,FALAKATA,89.19227488,26.53839646,10,0
FLR,PHULESWAR,88.1160489,22.47787564,4,0
FM,FALAKNUMA,78.474481,17.332197,4,0
FSP,FATEH SINGHPURA,77.14696108,26.82161013,8,0
FSR,FAQARSAR,74.572572,30.189431,1,0
FTD,FATEHABAD CH.JN,75.673338,23.009106,2,0
FTG,FURSATGANJ,81.415651,26.244522,7,0
FTP,FATEHPUR,80.801869,25.917489,33,0
FTS,FATEHPUR SIKRI,77.670597,27.093989,6,0
FUT,FATWA,85.305488,25.50144,64,0
FYZ,FAIZULLAPUR,80.893347,25.869213,1,0
FZD,FIROZABAD,78.386691,27.147415,40,0
FZR,FIROZPUR CANT,74.618439,30.942486,18,4
G,GONDIA JN,80.190842,21.462435,103,4
GA,GUDHA,75.128292,26.950042,2,0
GAD,GEVRA ROAD,82.64566,22.348524,1,1
GADH,GOALDIH,85.546265,21.726323,2,0
GADJ,GANDHINAGAR JPR,75.79828,26.873067,52,0
GAE,GAIPURA,82.386249,25.16045,1,0
GAGA,GALGALIA,88.11348526,26.52752005,2,0
GAJ,GANESHGANJ,79.074633,23.895862,8,0
GALE,GANKAR,88.0728944,24.40480412,2,0
GAM,GANJAM,85.046719,19.395827,8,0
GANG,GANGAGANJ,81.201419,26.291456,4,0
GANL,GHANAULI,76.592143,31.025994,2,0
GAP,GURPA,85.29708,24.562542,2,0
GAR,GADARWARA,78.791734,22.899459,29,0
GATD,GAUTAMDHARA,85.63299457,23.34988098,27,0
GAYA,GAYA JN,84.999294,24.803978,100,5
GB,GAURI BAZAR,83.667801,26.594934,13,0
GBA,GARHBETA,87.320972,22.844562,12,0
GBB,GUBBI,76.939264,13.321429,3,0
GBD,GAURIBIDANUR,77.512781,13.613081,20,0
GBE,GAYABARI,88.260998,26.86004,1,0
GBP,GULABPURA,74.6559545,25.90279519,2,0
GBX,GOVINDPUR ROAD,85.0435794,23.06185749,5,0
GCH,GACHHIPURA,74.454426,26.953522,4,0
GCT,GHAZIPUR CITY,83.568045,25.583144,30,0
GD,GONDA JN,81.978152,27.154613,96,4
GDA,GODHRA JN,73.603672,22.776974,56,0
GDB,GIDDARBAHA,74.663342,30.201319,15,0
GDE,GARLADINNE,77.592146,14.827324,4,0
GDG,GADAG JN,75.642481,15.437048,38,0
GDI,GUDGERI,75.35960448,15.12492173,2,0
GDL,GONDAL,70.795588,21.972471,16,0
GDM,GUDMA,80.287678,21.416128,2,0
GDO,GOVERDHAN,77.461643,27.520546,2,0
GDP,GUDUPULLI,78.27491,12.803672,2,0
GDPL,G POCHAMPALLI,78.488371,17.568097,2,0
GDPT,GUDAPARTI,82.13113916,17.02817475,2,0
GDQ,GODAMGURA,77.867119,17.29025,2,0
GDR,GUDUR JN,79.845121,14.148227,160,1
GDU,GUDRU HALT,80.11633958,22.2718946,4,0
GDV,GUDIVADA JN,80.987594,16.429888,31,0
GDX,GHOKSADANGA,89.27801059,26.42288643,2,0
GDYA,GHORADONGRI,78.001987,22.126423,43,0
GDZ,GUNDARDEHI,81.302351,20.948836,2,0
GEA,GHATERA,79.6733909,23.8293873,3,0
GED,GULEDAGUDDA RD,75.695659,16.069516,6,0
GEDE,GEDE,88.786737,23.491197,4,0
GEK,GEGAL AKHRI,74.775574,26.540366,2,0
GELA,GHADELA,78.888017,21.714044,4,0
GER,GERATPUR,72.655151,22.917292,5,0
GGA,GHOGA,87.16086164,25.21030542,12,0
GGAR,GANGADHARA,73.043566,21.141419,5,0
GGB,GARHMUKTESAR BR,78.14122042,28.76139995,4,0
GGC,GANGAPUR CITY,76.727708,26.468979,49,0
GGD,GULLAGUDA,78.03277294,17.41696386,4,0
GGJ,GOSHAINGANJ,82.384123,26.569524,21,0
GGM,GORA GHUMA,72.454405,23.038848,2,0
GGN,GURGAON,77.010739,28.489165,61,0
GGO,GORAM GHAT,73.849246,25.635531,2,0
GGR,GANGRAR,74.624757,25.061279,2,0
GGT,GHUNGHUTI,81.18624077,23.34363911,3,0
GH,GHUGHULI,83.71377455,27.05395161,3,0
GHD,GARWA ROAD,83.885116,24.214419,33,0
GHGL,GHAGWAL,75.213604,32.504286,6,0
GHH,GARHI HARSARU,76.929697,28.43755,11,0
GHJ,GURSAHAIGANJ,79.732035,27.118804,4,0
GHLE,GADADHARPUR,87.691891,24.013197,2,0
GHNH,GHANTIKHAL NDPR,85.736186,20.510922,2,0
GHPU,GANDHIPURAM HAL,80.31352,17.495052,4,0
GHQ,GARHWA,83.8132154,24.1751953,12,0
GHR,GIDHAUR,86.324005,24.856169,21,0
GHUM,GHUM,88.254223,27.008643,12,0
GHX,GARHARA,86.0053081,25.4409119,6,0
GHY,GUWAHATI,91.751851,26.182635,86,20
GID,GIDDALUR,78.925583,15.379008,18,0
GILL,GILL,75.848169,30.840521,2,0
GIMB,GANDHIDHAM BG,70.147754,23.069086,34,9
GIN,GINIGERA,76.247613,15.348226,4,0
GIZ,GIDAM,81.409001,18.934852,2,0
GJ,GANGAJHARI,80.058885,21.443153,2,0
GJD,GUJHANDI,85.463683,24.498121,5,0
GJH,GOLDINGANJ,84.827254,25.754174,2,0
GJJ,GAJJELAKONDA,79.401298,15.777382,6,0
GJL,GAJRAULA JN,78.250784,28.834938,22,0
GJS,GAJSINGHPUR,73.436739,29.658053,2,0
GJUT,GANGSAR JAITU,74.879511,30.445082,12,0
GK,GOLA GOKARANATH,80.475468,28.084651,3,0
GKB,GHATAKA VARANA,76.160353,25.506883,2,0
GKC,GORAKHPUR CANT,83.416821,26.750649,7,0
GKH,GUSKARA,87.733397,23.489998,20,0
GKJ,GOLAKGANJ JN,89.83065,26.108359,4,0
GKK,GOKAK ROAD,74.738839,16.205164,4,0
GKL,GOKULPUR,87.293716,22.375923,3,0
GKM,GUNDLA KAMMA,79.645362,15.985909,4,0
GKP,GORAKHPUR JN,83.381499,26.759311,136,31
GLA,GARLA,80.139236,17.487076,6,0
GLE,GAJULAGUDEM,80.657904,17.609727,2,0
GLG,GULABHGANJ,77.912351,23.684375,9,0
GLGT,GOLAGHAT,93.9611898,26.508626,2,0
GLH,GULAOTHI,77.801799,28.582962,2,0
GLNA,GOLANA HALT,76.564974,27.10333,2,0
GLP,GOLLAPROLU,82.29081756,17.15166449,11,0
GLPT,GOALPARA TOWN,90.620659,26.126535,37,0
GLTA,GAHLOTA,74.96755654,26.67237152,3,0
GLU,GULLIPADU,82.63345,17.409805,2,0
GLY,GOLLAPALLY,78.157285,16.818903,2,0
GMA,GUDIMETTA,79.010485,15.424449,6,0
GMAN,GUMANI,87.80527763,24.7989521,5,0
GMD,GURAMKHEDI,78.07782073,22.68220648,2,0
GMDA,GUMADA,83.457557,18.889176,4,0
GMDN,GIRIMAIDAN,87.306151,22.340478,2,0
GMH,GAMHARIA,86.102793,22.796889,6,0
GMIA,GUMIA,85.828922,23.802651,6,0
GMM,GUMMAN,76.97194,30.842438,2,0
GMO,NSC BOSE J GOMO,86.14823,23.873106,50,0
GMR,GAHMAR,83.804431,25.488685,18,0
GMS,GARHMUKTESAR,78.073508,28.781743,15,0
GMTO,GUMTO,93.7914,27.137,3,0
GNA,GONEANA B JAGTA,74.90948,30.318715,6,0
GNC,GANDHINAGAR CAP,72.629162,23.233379,6,1
GNG,GAURIGANJ,81.686726,26.20341,28,0
GNGD,GANGADHARPUR,85.293235,19.815673,4,0
GNH,GANGAKHER,76.755511,18.973377,20,0
GNO,GOREGAON ROAD,73.30253,18.162498,4,0
GNP,GHANPUR,79.3768995,17.8506252,12,0
GNR,GADIGANURU,76.599178,15.219036,3,0
GNS,GHONSOR,79.95091,22.658083,9,0
GNST,GANDHISMRITI,72.921021,20.920848,1,0
GNT,GUNTUR JN,80.441973,16.300784,58,6
GNU,GANAUR,77.01075,29.130776,15,0
GNVR,GONDWANAVISAPUR,79.32872301,19.88263893,2,0
GNW,GANGIWARA,78.846139,22.097988,3,0
GOA,GOHAD ROAD,78.439153,26.480421,4,0
GOC,PONMLAI GLD RCK,78.709755,10.791837,3,0
GOGH,GOSSAIGAON HAT,89.9715892,26.42910716,6,0
GOH,GAROT,75.68432198,24.27909199,9,0
GOK,GOKARNA ROAD,74.367197,14.582791,10,0
GOL,GOILKERA,85.379352,22.50529,13,0
GOP,GOP JAM,69.90809078,22.05396965,2,0
GOTN,GOTAN,73.737284,26.652201,33,0
GOY,GOVINDPURI,80.313203,26.454423,14,0
GP,RAJ GANGPUR,84.582051,22.186062,29,0
GPAE,GUPTIPARA,88.4178,23.197355,2,0
GPB,GHATPRABHA,74.75982295,16.2407189,26,0
GPD,GUMMIDIPUNDI,80.123431,13.409631,2,0
GPDE,GUDIPUDI,80.205304,16.433946,2,0
GPH,GARPOS,84.418434,22.134204,12,0
GPI,GAJAPATINAGARAM,83.333902,18.293291,4,0
GPJ,GORAPUR,82.79406,18.346936,2,0
GPR,GHORPURI,73.89344839,18.52782092,6,0
GPT,GOPALAPATNAM,83.214877,17.748818,2,0
GPU,GULAPALYAMU,77.39921,15.087043,2,0
GPY,GANGAYAPALLE,78.71746345,14.55411935,2,0
GPZ,GOHPUR,93.6058,26.879,2,0
GQL,GURLA,75.885268,25.270233,7,0
GR,GULBARGA,76.824438,17.314372,67,0
GRA,GHARAUNDA,76.96575,29.541636,8,0
GRB,GARH DHRUBESWAR,86.617006,23.509341,2,0
GRBL,GARUDUBILLI,83.350493,18.21449,4,0
GRCP,G.RAMACHANDRAPU,83.330182,19.990686,2,0
GRD,GIRIDIH,86.3146452,24.1822559,4,2
GRF,GAMBHIRI ROAD,74.671009,24.693873,2,0
GRG,GUWARIGHAT,79.927613,23.110295,7,0
GRI,GURIYA,73.955291,25.998261,2,0
GRJA,GORINJA,69.04119418,22.17599113,2,0
GRL,GORAUL,85.318477,25.931049,8,0
GRMP,GANGARAMPUR,88.516447,25.390399,4,0
GRMR,GARHI MANIKPUR,81.403153,25.786329,10,0
GRMT,GUR MARKET,74.264117,16.701278,1,0
GRN,GURNAY,75.8046766,29.87436664,2,0
GRO,GURRA,77.86729,22.632067,2,0
GRRU,GURARU,84.791831,24.811113,13,0
GRX,GAURA,82.091774,25.749367,2,0
GRY,GORAYA,75.774193,31.129722,11,0
GSP,GURDASPUR,75.420769,32.044111,9,0
GSPR,GOSALPUR,80.059225,23.381806,8,0
GSW,GURSAR SHNEWALA,74.8861199,30.13892651,4,0
GT,GHATKESAR,78.678217,17.453116,6,0
GTE,GOTHAJ,72.8013558,22.75995385,4,0
GTF,GUMTHAL,78.757645,28.484002,2,0
GTJT,GETOR JAGATPURA,75.832384,26.836925,8,0
GTK,GHUTKU,82.085321,22.16819,8,0
GTL,GUNTAKAL JN,77.366611,15.17556,99,1
GTLM,GOTLAM,83.395734,18.111319,2,0
GTM,GHATAMPUR,80.174712,26.151304,5,0
GTNR,GOMATI NAGAR,81.003433,26.860344,9,0
GTS,GHATSILA,86.479768,22.58616,17,0
GTST,GAUTAMSTHAN,84.66347945,25.78685913,1,0
GTT,GOMTA,70.729702,21.873815,2,0
GTU,GHAT NANDUR,76.563483,18.722978,4,0
GTW,GATORA,82.22767,22.053427,5,0
GTX,GOTHANGAM,72.880104,21.294043,4,0
GUD,GALUDIH,86.410494,22.648872,4,0
GUG,GARH JAIPUR,86.142459,23.416142,2,0
GUH,GULDHAR,77.455792,28.703752,1,0
GUNA,GUNA,77.314104,24.6405,50,0
GUP,GAURIPUR,89.952056,26.078321,4,0
GUR,GANAGAPUR ROAD,76.5903,17.340443,16,0
GUU,GUNDRATIMADUGU,80.079953,17.532281,2,0
GUV,GURUVAYUR,76.045457,10.596896,4,2
GUX,GURHI,76.580745,21.629554,4,0
GVB,GUNERU BAMORI,78.06253951,24.46177257,2,0
GVD,GHOLVAD,72.737991,20.08688,7,0
GVG,GOVINDGARH,76.29707391,30.66948343,11,0
GVI,GARIVIDI,83.53084101,18.27326819,2,0
GVL,GUDLAVALLERU,81.046037,16.348371,6,0
GVMR,GOVINDI MARWAR,75.093144,27.03169,2,0
GVN,GODAVARI,81.77083,17.007707,29,0
GVR,GORESUAR,91.7204668,26.52605563,2,0
GW,GIRWAR,78.936311,23.838186,3,0
GWA,GANJ DUNDWARA,78.93931918,27.72640282,2,0
GWD,GADWAL,77.809672,16.22509,40,0
GWL,GWALIOR,78.182292,26.216483,142,7
GWM,GANNAVARAM,80.795715,16.555839,4,0
GWS,GAUSHALA,79.009802,29.298626,2,0
GWV,GOWDAVALLI,78.468191,17.609541,4,0
GY,GOOTY,77.625823,15.149208,88,0
GYM,GUDIYATTAM,78.916157,12.937471,15,0
GYN,GYANPUR ROAD,82.42728836,25.28014401,32,0
GZB,GHAZIABAD,77.431099,28.649702,171,0
GZH,GULZARBAGH,85.205232,25.597542,12,0
GZL,GAZULAPALLI,78.600125,15.43085,6,0
GZM,GOUR MALDA,88.11078197,24.94794444,2,0
GZN,N GHAZIABAD,77.438008,28.674404,8,0
GZO,GAZOLE,88.198885,25.224984,6,0
HAA,HARWADA,74.259657,14.740762,2,0
HAD,HARIPPAD,76.462229,9.279602,20,0
HAN,HINDAUN CITY,77.031686,26.756164,33,0
HAPA,HAPA,70.11814,22.468974,54,5
HAQ,HASTAVARAMU,79.1216,14.218403,2,0
HAR,HAMIRPUR ROAD,80.190689,26.016513,3,0
HAS,HASSAN,76.117359,13.003182,16,0
HAT,HATHURAN,72.969512,21.501091,4,0
HBD,HOSHANGABAD,77.715594,22.75274,49,0
HBG,HOWBADH JABLPUR,79.932199,23.156296,9,0
HBJ,HABIBGANJ,77.439429,23.221979,93,10
HBL,HOMBAL,75.576122,15.520136,4,0
HBLN,HBL NAGAR,78.27355,17.134017,2,0
HBS,HEBSUR,75.283878,15.42206,2,0
HCNR,HARICHANDANPUR,85.795395,21.328476,4,0
HCP,HARCHANDPUR,81.160841,26.34316,16,0
HCR,HARISCHANDRPUR,87.867051,25.403999,17,0
HD,HARDA,77.10084,22.338414,51,0
HDA,HIRNODA,75.327459,26.885336,8,0
HDB,HALDIBARI,88.781936,26.334952,6,3
HDD,HADDINAGUNDU,76.979148,15.153264,4,0
HDE,HARDAS BIGHA,85.3276678,25.496924,4,0
HDK,HANDIA KHAS,82.18941,25.357472,2,0
HDL,HODAL,77.38869,27.886147,2,0
HDN,HAIDARNAGAR,83.951049,24.498081,10,0
HDP,HADAPSAR,73.927844,18.526887,8,0
HDU,HARDUA,80.28341274,23.91505422,3,0
HDW,HALDWANI,79.533732,29.215097,16,0
HEM,HIMAYATNAGAR,77.868855,19.416709,8,0
HER,HER,76.97130647,18.42690339,2,0
HFZ,HAFIZPETA,78.362655,17.482275,4,0
HG,HOTGI,75.989943,17.565668,21,0
HGH,HAIDERGARH,81.363162,26.621533,8,0
HGI,HAGARI,77.05174732,15.15123873,4,0
HGL,HARANGUL,76.480912,18.385198,4,0
HGR,HEMAGIRI,83.742815,21.876504,4,0
HGT,HINGANGHAT,78.833925,20.542631,34,0
HHD,HUNSIHADGIL,76.646807,17.352906,2,0
HIJ,HIJILLI,87.320169,22.319921,28,0
HIL,HILSA,85.277079,25.317354,4,0
HIP,HALDIPADA,86.996648,21.571439,2,0
HIR,HARINAGAR,84.324507,27.156647,10,0
HJI,HOJAI,92.851752,26.001794,31,0
HJL,HEJJALA,77.41841687,12.8482855,2,0
HJP,HAJIPUR JN,85.2155,25.702909,97,0
HKG,HIRAKUD,83.905097,21.479827,10,0
HKH,HARANYA KHERI,75.776745,22.583661,4,0
HKL,HARKIA KHAL,74.919665,24.363234,2,0
HKP,HAKIMPUR,78.65886364,28.87948216,2,0
HKR,HIWARKHED,76.8767,21.186952,4,0
HLAR,HOLE ALUR,75.646461,15.81959,8,0
HLDD,HALDI ROAD,79.459679,29.039597,4,0
HLDR,HALDAUR,78.27506046,29.29008155,7,0
HLG,HILLIGROVE,76.8427584,11.3507567,2,0
HLK,HOLALKERE,76.13005447,14.03815796,3,0
