train_no,train_name,source_code,source_name,des_code,des_name
'14310',UJJAIYANI EXP  ,DDN ,DEHRADUN       ,UJN ,UJJAIN JN      
'14311',ALA HAZRAT EXP ,BE  ,BAREILLY       ,BHUJ,BHUJ           
'14312',ALA HAZRAT EXP ,BHUJ,BHUJ           ,BE  ,BAREILLY       
'14313',BAREILLY EXP   ,LTT ,LOKMANYATILAK T,BE  ,BAREILLY       
'14314',BE LTT EXPRESS ,BE  ,BAREILLY       ,LTT ,LOKMANYATILAK T
'14315',INTERCITY EXP  ,BE  ,BAREILLY       ,NDLS,NEW DELHI      
'14316',INTERCITY EXP  ,NDLS,NEW DELHI      ,BE  ,BAREILLY       
'14317',IND DDN EXPRESS,INDB,INDORE JN BG   ,DDN ,DEHRADUN       
'14318',DDN INDB EXP   ,DDN ,DEHRADUN       ,INDB,INDORE JN BG   
'14319',INDB BARELLY EX,INDB,INDORE JN BG   ,BE  ,BAREILLY       
'14320',BE INDB EXPRESS,BE  ,BAREILLY       ,INDB,INDORE JN BG   
'14321',BE BHUJ EXP    ,BE  ,BAREILLY       ,BHUJ,BHUJ           
'14322',BAREILLY EXPRES,BHUJ,BHUJ           ,BE  ,BAREILLY       
'14323',NDLS ROK EXP   ,NDLS,NEW DELHI      ,ROK ,ROHTAK JN      
'14324',ROK NDLS EXP   ,ROK ,ROHTAK JN      ,NDLS,NEW DELHI      
'14369',TRIBENI EXPRESS,SGRL,SINGRAULI      ,BE  ,BAREILLY       
'14370',TRIVENI EXP    ,BE  ,BAREILLY       ,SGRL,SINGRAULI      
'14501',BTI JAT EXP    ,BTI ,BHATINDA JN    ,JAT ,JAMMU TAWI     
'14502',JAT BTI EXP    ,JAT ,JAMMU TAWI     ,BTI ,BHATINDA JN    
'14503',KLK SVDK EXPRES,KLK ,KALKA          ,SVDK,SHMATA VD KATRA
'14504',SVDK KLK EXP   ,SVDK,SHMATA VD KATRA,KLK ,KALKA          
'14511',NAUCHANDI EXP  ,ALD ,ALLAHABAD JN   ,SRE ,SAHARANPUR     
'14512',NAUCHANDI EXP  ,SRE ,SAHARANPUR     ,ALD ,ALLAHABAD JN   
'14519',KISAN EXPRESS  ,DLI ,DELHI          ,BTI ,BHATINDA JN    
'14520',KISAN EXPRESS  ,BTI ,BHATINDA JN    ,DLI ,DELHI          
'14521',DLI UMB EXP    ,DLI ,DELHI          ,UMB ,AMBALA CANT JN 
'14522',UMB DLI  EXP   ,UMB ,AMBALA CANT JN ,DLI ,DELHI          
'14523',HARIHARNATH EXP,MFP ,MUZAFFARPUR JN ,UMB ,AMBALA CANT JN 
'14524',UMB MFP EXPRESS,UMB ,AMBALA CANT JN ,MFP ,MUZAFFARPUR JN 
'14525',SGNR INTERCITY ,UMB ,AMBALA CANT JN ,SGNR,SHRI GANGANAGAR
'14526',UMB INTERCITY  ,SGNR,SHRI GANGANAGAR,UMB ,AMBALA CANT JN 
'14553',HIMACHAL EXP   ,DLI ,DELHI          ,AADR,AMB  ANDAURA   
'14554',HIMACHAL EXPRES,AADR,AMB  ANDAURA   ,DLI ,DELHI          
'14555',BAREILLY DLI EX,BE  ,BAREILLY       ,DLI ,DELHI          
'14556',BAREILLY EXP   ,DLI ,DELHI          ,BE  ,BAREILLY       
'14605',GARIB RATH EXP ,LKU ,LAL KUAN       ,ASR ,AMRITSAR JN    
'14606',GARIB RATH EXP ,ASR ,AMRITSAR JN    ,LKU ,LAL KUAN       
'14609',HEMKUNT EXP    ,RKSH,RISHIKESH      ,JAT ,JAMMU TAWI     
'14610',HEMKUNT EXP    ,JAT ,JAMMU TAWI     ,RKSH,RISHIKESH      
'14625',FZR INTERCITY  ,DEE ,DELHI S ROHILLA,FZR ,FIROZPUR CANT  
'14626',DEE INTERCITY  ,FZR ,FIROZPUR CANT  ,DEE ,DELHI S ROHILLA
'14631',DDN ASR EXPRESS,DDN ,DEHRADUN       ,ASR ,AMRITSAR JN    
'14632',ASR DDN EXPRESS,ASR ,AMRITSAR JN    ,DDN ,DEHRADUN       
'14645',SHALIMAR EXP   ,DLI ,DELHI          ,JAT ,JAMMU TAWI     
'14646',SHALIMAR EXP   ,JAT ,JAMMU TAWI     ,DLI ,DELHI          
'14649',SARYU YAMUNA EX,JYG ,JAYNAGAR       ,ASR ,AMRITSAR JN    
'14650',SARYUYAMUNA EXP,ASR ,AMRITSAR JN    ,JYG ,JAYNAGAR       
'14659',DLI JSM EXPRESS,DLI ,DELHI          ,JSM ,JAISALMER      
'14660',JSM DLI EXPRESS,JSM ,JAISALMER      ,DLI ,DELHI          
'14662',MALANI EXP     ,BME ,BARMER         ,DLI ,DELHI          
'14673',SHAHEED EXPRESS,JYG ,JAYNAGAR       ,ASR ,AMRITSAR JN    
'14674',SHAHEED EXP    ,ASR ,AMRITSAR JN    ,JYG ,JAYNAGAR       
'14681',NDLS JUC EXPRES,NDLS,NEW DELHI      ,JUC ,JALANDHAR CITY 
'14682',JUC NDLS EXPRES,JUC ,JALANDHAR CITY ,NDLS,NEW DELHI      
'14705',DEE BGKT EXP   ,DEE ,DELHI S ROHILLA,BGKT,BHAGAT KI KOTHI
'14706',BGKT DEE EXP   ,BGKT,BHAGAT KI KOTHI,DEE ,DELHI S ROHILLA
'14707',RANAKPUR EXPRES,BKN ,BIKANER JN     ,BDTS,BANDRA TERMINUS
'14708',RANAKPUR EXPRES,BDTS,BANDRA TERMINUS,BKN ,BIKANER JN     
'14709',BKN PURI EXP   ,BKN ,BIKANER JN     ,PURI,PURI           
'14710',PURI BKN EXPRES,PURI,PURI           ,BKN ,BIKANER JN     
'14711',RKSH SGNR EXP  ,RKSH,RISHIKESH      ,SGNR,SHRI GANGANAGAR
'14712',SGNR RKSH EXP  ,SGNR,SHRI GANGANAGAR,RKSH,RISHIKESH      
'14713',SGNR JAT EXP   ,SGNR,SHRI GANGANAGAR,JAT ,JAMMU TAWI     
'14714',JAT SGNR EXP   ,JAT ,JAMMU TAWI     ,SGNR,SHRI GANGANAGAR
'14723',KALINDI EXPRESS,CNB ,KANPUR CENTRAL ,BNW ,BHIWANI        
'14724',KALINDI EXPRESS,BNW ,BHIWANI        ,CNB ,KANPUR CENTRAL 
'14731',DLI FKA EXP    ,DLI ,DELHI          ,FKA ,FAZILKA        
'14732',FKA DLI EXP    ,FKA ,FAZILKA        ,DLI ,DELHI          
'14803',BGKT ADI EXPRES,BGKT,BHAGAT KI KOTHI,ADI ,AHMEDABAD JN   
'14804',ADI BGKT EXPRES,ADI ,AHMEDABAD JN   ,BGKT,BHAGAT KI KOTHI
'14805',BARMER AC EXP  ,YPR ,YESVANTPUR JN  ,BME ,BARMER         
'14806',BME YPR AC EXP ,BME ,BARMER         ,YPR ,YESVANTPUR JN  
'14809',JSM JU EXPRESS ,JSM ,JAISALMER      ,JU  ,JODHPUR JN     
'14810',JU JSM EXPRESS ,JU  ,JODHPUR JN     ,JSM ,JAISALMER      
'14853',MARUDHAR EXPRES,BSB ,VARANASI JN    ,JU  ,JODHPUR JN     
'14854',MARUDHAR EXPRES,JU  ,JODHPUR JN     ,BSB ,VARANASI JN    
'14863',MARUDHAR EXPRES,BSB ,VARANASI JN    ,JU  ,JODHPUR JN     
'14864',MARUDHAR EXPRES,JU  ,JODHPUR JN     ,BSB ,VARANASI JN    
'14865',MARUDHAR EXPRES,BSB ,VARANASI JN    ,JU  ,JODHPUR JN     
'14866',MARUDHAR EXPRES,JU  ,JODHPUR JN     ,BSB ,VARANASI JN    
'14887',KLK BME EXPRESS,KLK ,KALKA          ,BME ,BARMER         
'14888',BARMER  KLK EXP,BME ,BARMER         ,KLK ,KALKA          
'14889',JU MBF LINK EXP,BGKT,BHAGAT KI KOTHI,MBF ,MUNABAO        
'14890',MBF BGKT EXP   ,MBF ,MUNABAO        ,BGKT,BHAGAT KI KOTHI
'15001',MFP DDN EXP    ,MFP ,MUZAFFARPUR JN ,DDN ,DEHRADUN       
'15002',DDN MFP EXP    ,DDN ,DEHRADUN       ,MFP ,MUZAFFARPUR JN 
'15003',CHAURICHAURAEXP,CPA ,KANPUR ANWRGANJ,GKP ,GORAKHPUR JN   
'15004',CHAURICHAURAEXP,GKP ,GORAKHPUR JN   ,CPA ,KANPUR ANWRGANJ
'15005',GKP DDN EXPRESS,GKP ,GORAKHPUR JN   ,DDN ,DEHRADUN       
'15006',DDN GKP EXP    ,DDN ,DEHRADUN       ,GKP ,GORAKHPUR JN   
'15007',MUV LJN EXPRESS,MUV ,MANDUADIH      ,LJN ,LUCKNOW NE     
'15008',LJN MUV EXP    ,LJN ,LUCKNOW NE     ,MUV ,MANDUADIH      
'15009',CHITRAKUT  EXP ,LJN ,LUCKNOW NE     ,JBP ,JABALPUR       
'15011',LJN CDG EXPRESS,LJN ,LUCKNOW NE     ,CDG ,CHANDIGARH     
'15012',CDG LJN EXPRESS,CDG ,CHANDIGARH     ,LJN ,LUCKNOW NE     
'15013',RANIKHET EXP   ,JSM ,JAISALMER      ,KGM ,KATHGODAM      
'15014',RANIKHET EXP   ,KGM ,KATHGODAM      ,JSM ,JAISALMER      
'15015',GKP YPR EXPRESS,GKP ,GORAKHPUR JN   ,YPR ,YESVANTPUR JN  
'15016',YPR GORAKPUR EX,YPR ,YESVANTPUR JN  ,GKP ,GORAKHPUR JN   
'15017',GORAKHPUR EXP  ,LTT ,LOKMANYATILAK T,GKP ,GORAKHPUR JN   
'15018',GKP LTT EXP    ,GKP ,GORAKHPUR JN   ,LTT ,LOKMANYATILAK T
'15021',SHM GKP EXPRESS,SHM ,SHALIMAR       ,GKP ,GORAKHPUR JN   
'15022',GKP SHM EXPRESS,GKP ,GORAKHPUR JN   ,SHM ,SHALIMAR       
'15023',GKP YPR EXP    ,GKP ,GORAKHPUR JN   ,YPR ,YESVANTPUR JN  
'15024',YPR GKP EXP    ,YPR ,YESVANTPUR JN  ,GKP ,GORAKHPUR JN   
'15025',MAU ANVT EXPRES,MAU ,MAU JN         ,ANVT,ANAND VIHAR TRM
'15026',ANVT MAU EXP   ,ANVT,ANAND VIHAR TRM,MAU ,MAU JN         
'15027',MAURYA EXP     ,HTE ,HATIA          ,GKP ,GORAKHPUR JN   
'15028',MAURYA EXPRESS ,GKP ,GORAKHPUR JN   ,HTE ,HATIA          
'15029',GKP PUNE EXP   ,GKP ,GORAKHPUR JN   ,PUNE,PUNE JN        
'15030',PUNE GKP EXPRES,PUNE,PUNE JN        ,GKP ,GORAKHPUR JN   
'15031',RMR CDG EXP    ,RMR ,RAMNAGAR       ,CDG ,CHANDIGARH     
'15032',CDG RMR  EXP   ,CDG ,CHANDIGARH     ,RMR ,RAMNAGAR       
'15033',HW RMR EXP     ,HW  ,HARIDWAR JN    ,RMR ,RAMNAGAR       
'15034',RMR HW EXP     ,RMR ,RAMNAGAR       ,HW  ,HARIDWAR JN    
'15035',UTR SAMPRK K EX,DLI ,DELHI          ,KGM ,KATHGODAM      
'15036',UTR SAMPRK K EX,KGM ,KATHGODAM      ,DLI ,DELHI          
'15043',LJN KGM EXP    ,LJN ,LUCKNOW NE     ,KGM ,KATHGODAM      
'15044',KGM LJN EXP    ,KGM ,KATHGODAM      ,LJN ,LUCKNOW NE     
'15045',GKP OKHA EXPRES,GKP ,GORAKHPUR JN   ,OKHA,OKHA           
'15046',GORAKHPUR EXP  ,OKHA,OKHA           ,GKP ,GORAKHPUR JN   
'15047',PURBANCHAL EXP ,KOAA,KOLKATA        ,GKP ,GORAKHPUR JN   
'15048',PURVANCHAL EXP ,GKP ,GORAKHPUR JN   ,KOAA,KOLKATA        
'15049',KOAA  GKP  EXP ,KOAA,KOLKATA        ,GKP ,GORAKHPUR JN   
'15050',GKP KOLKATA EXP,GKP ,GORAKHPUR JN   ,KOAA,KOLKATA        
'15051',KOAA GKP EXP   ,KOAA,KOLKATA        ,GKP ,GORAKHPUR JN   
'15052',GKP KOLKATA EXP,GKP ,GORAKHPUR JN   ,KOAA,KOLKATA        
'15053',CPR LJN EXP    ,CPR ,CHHAPRA        ,LJN ,LUCKNOW NE     
'15054',LJN CPR EXP    ,LJN ,LUCKNOW NE     ,CPR ,CHHAPRA        
'15057',GKP ANVT EXP   ,GKP ,GORAKHPUR JN   ,ANVT,ANAND VIHAR TRM
'15058',ANVT GKP EXP   ,ANVT,ANAND VIHAR TRM,GKP ,GORAKHPUR JN   
'15097',AMARNATH EXP   ,BGP ,BHAGALPUR      ,JAT ,JAMMU TAWI     
'15098',AMARNATH EXP   ,JAT ,JAMMU TAWI     ,BGP ,BHAGALPUR      
'15103',MUV INTERCITY  ,GKP ,GORAKHPUR JN   ,MUV ,MANDUADIH      
'15104',GKP INTERCITY  ,MUV ,MANDUADIH      ,GKP ,GORAKHPUR JN   
'15107',CPR MTJ EXPRESS,CPR ,CHHAPRA        ,MTJ ,MATHURA JN     
'15108',MTJ CPR EXPRESS,MTJ ,MATHURA JN     ,CPR ,CHHAPRA        
'15110',BUDHPURNIMA EXP,BSB ,VARANASI JN    ,RGD ,RAJGIR         
'15111',MUV  INTERCITY ,CPR ,CHHAPRA        ,MUV ,MANDUADIH      
'15112',CPR INTERCITY  ,MUV ,MANDUADIH      ,CPR ,CHHAPRA        
'15115',CPR DLI EXP    ,CPR ,CHHAPRA        ,DLI ,DELHI          
'15115',LOK NAYAK EXP  ,CPR ,CHHAPRA        ,DLI ,DELHI          
'15116',DLI CPR EXP    ,DLI ,DELHI          ,CPR ,CHHAPRA        
'15116',LOK NAYAK EXP  ,DLI ,DELHI          ,CPR ,CHHAPRA        
'15117',MUV JBP EXPRES ,MUV ,MANDUADIH      ,JBP ,JABALPUR       
'15118',JBP MUV EXPRESS,JBP ,JABALPUR       ,MUV ,MANDUADIH      
'15159',SARNATH EXPRESS,CPR ,CHHAPRA        ,DURG,DURG           
'15160',SARNATH EXPRESS,DURG,DURG           ,CPR ,CHHAPRA        
'15203',BJU LJN EXP    ,BJU ,BARAUNI JN     ,LJN ,LUCKNOW NE     
'15204',LJN BJU EXP    ,LJN ,LUCKNOW NE     ,BJU ,BARAUNI JN     
'15205',CHITRAKUT  EXP ,LJN ,LUCKNOW NE     ,JBP ,JABALPUR       
'15206',CHITRAKUT EXP  ,JBP ,JABALPUR       ,LJN ,LUCKNOW NE     
'15227',MUZAFFARPUR EXP,YPR ,YESVANTPUR JN  ,MFP ,MUZAFFARPUR JN 
'15228',MFP YPR EXP    ,MFP ,MUZAFFARPUR JN ,YPR ,YESVANTPUR JN  
'15231',BJU GONDIA EXP ,BJU ,BARAUNI JN     ,G   ,GONDIA JN      
'15232',GONDIA BJU EXP ,G   ,GONDIA JN      ,BJU ,BARAUNI JN     
'15233',KOAA DBG EXP   ,KOAA,KOLKATA        ,DBG ,DARBHANGA JN   
'15234',DBG KOAA EXPRES,DBG ,DARBHANGA JN   ,KOAA,KOLKATA        
'15235',HWH DBG EXPRESS,HWH ,HOWRAH JN      ,DBG ,DARBHANGA JN   
'15236',DBG HWH EXPRESS,DBG ,DARBHANGA JN   ,HWH ,HOWRAH JN      
'15273',SATYAGRAH EXP  ,RXL ,RAXAUL JN      ,DLI ,DELHI          
'15274',SATYAGRAH EXP  ,DLI ,DELHI          ,RXL ,RAXAUL JN      
'15279',POORBIYA EXP   ,SHC ,SAHARSA JN     ,ANDI,ADRSH NGR DELHI
'15280',POORABIYA EXP  ,ANDI,ADRSH NGR DELHI,SHC ,SAHARSA JN     
'15307',NAINITAL EXP   ,IZN ,IZZATNAGAR     ,ASH ,AISHBAGH       
'15308',NAINITAL EXP   ,ASH ,AISHBAGH       ,IZN ,IZZATNAGAR     
'15315',GOKUL EXP      ,GD  ,GONDA JN       ,BRY ,BAREILLY       
'15316',GOKUL EXPRESS  ,BRY ,BAREILLY       ,GD  ,GONDA JN       
'15483',MAHANANDA EXP  ,APDJ,ALIPUR DUAR JN ,DLI ,DELHI          
'15484',MAHANANDA EXP  ,DLI ,DELHI          ,APDJ,ALIPUR DUAR JN 
'15603',INTER CITY EXP ,KYQ ,KAMAKHYA       ,LEDO,LEDO           
'15604',INTERCITY  EXP ,LEDO,LEDO           ,KYQ ,KAMAKHYA       
'15605',JTTN INTERCITY ,KYQ ,KAMAKHYA       ,DBRG,DIBRUGARH      
'15606',GHY INTERCITY  ,DBRG,DIBRUGARH      ,KYQ ,KAMAKHYA       
'15615',INTERCITY EXP  ,KYQ ,KAMAKHYA       ,DKGN,DEKARGAON      
'15616',INTERCITY EXP  ,DKGN,DEKARGAON      ,KYQ ,KAMAKHYA       
'15617',GHY NHLN I C EX,GHY ,GUWAHATI       ,NHLN,NAHARLAGUN     
'15618',NHLN GHY IC EXP,NHLN,NAHARLAGUN     ,GHY ,GUWAHATI       
'15619',GAYA KYQ WKLY E,GAYA,GAYA JN        ,KYQ ,KAMAKHYA       
'15620',KYQ GYA WKLY EX,KYQ ,KAMAKHYA       ,GAYA,GAYA JN        
'15621',KYQ ANVT EXPRES,KYQ ,KAMAKHYA       ,ANVT,ANAND VIHAR TRM
'15622',ANVT KYQ EXPRES,ANVT,ANAND VIHAR TRM,KYQ ,KAMAKHYA       
'15629',GUWAHATI EXPRES,MS  ,CHENNAI EGMORE ,GHY ,GUWAHATI       
'15630',GUWAHATI MS EXP,GHY ,GUWAHATI       ,MS  ,CHENNAI EGMORE 
'15631',BME GHY EXPRESS,BME ,BARMER         ,GHY ,GUWAHATI       
'15632',GHY BME BKN EXP,GHY ,GUWAHATI       ,BME ,BARMER         
'15635',GUWAHATI EXPRES,OKHA,OKHA           ,GHY ,GUWAHATI       
'15636',DWARKA  EXPRESS,GHY ,GUWAHATI       ,OKHA,OKHA           
'15639',PURI GHY EXPRES,PURI,PURI           ,GHY ,GUWAHATI       
'15640',GHY PURI EXPRES,GHY ,GUWAHATI       ,PURI,PURI           
'15643',PURI KYQ EXPRES,PURI,PURI           ,KYQ ,KAMAKHYA       
'15644',KYQ PURI EXPRES,KYQ ,KAMAKHYA       ,PURI,PURI           
'15645',GUWAHATI EXPRES,LTT ,LOKMANYATILAK T,GHY ,GUWAHATI       
'15646',GHY LTT EXP    ,GHY ,GUWAHATI       ,LTT ,LOKMANYATILAK T
'15647',GUWAHATI EXPRES,LTT ,LOKMANYATILAK T,GHY ,GUWAHATI       
'15648',GHY LTT EXPRESS,GHY ,GUWAHATI       ,LTT ,LOKMANYATILAK T
'15651',LOHIT EXPRESS  ,GHY ,GUWAHATI       ,JAT ,JAMMU TAWI     
'15652',LOHIT EXPRESS  ,JAT ,JAMMU TAWI     ,GHY ,GUWAHATI       
'15653',AMARNATH EXPRES,GHY ,GUWAHATI       ,JAT ,JAMMU TAWI     
'15654',JAMMU GHY EXPRE,JAT ,JAMMU TAWI     ,GHY ,GUWAHATI       
'15657',KANCHANJANGA EX,SDAH,SEALDAH        ,GHY ,GUWAHATI       
'15658',KANCHANJUNGA EX,GHY ,GUWAHATI       ,SDAH,SEALDAH        
'15661',RNC  KYQ EXPRES,RNC ,RANCHI         ,KYQ ,KAMAKHYA       
'15662',KYQ RNC EXPRESS,KYQ ,KAMAKHYA       ,RNC ,RANCHI         
'15665',B  G  EXPRESS  ,KYQ ,KAMAKHYA       ,DMV ,DIMAPUR        
'15666',B G EXPRESS    ,DMV ,DIMAPUR        ,KYQ ,KAMAKHYA       
'15667',KAMAKHYA EXPRES,GIMB,GANDHIDHAM BG  ,KYQ ,KAMAKHYA       
'15668',KYQ GIMB EXPRES,KYQ ,KAMAKHYA       ,GIMB,GANDHIDHAM BG  
'15669',NAGALAND EXPRES,KYQ ,KAMAKHYA       ,DMV ,DIMAPUR        
'15670',NAGALAND EXPRES,DMV ,DIMAPUR        ,KYQ ,KAMAKHYA       
'15707',KIR ASR EXPRESS,KIR ,KATIHAR JN     ,ASR ,AMRITSAR JN    
'15708',ASR KIR EXPRESS,ASR ,AMRITSAR JN    ,KIR ,KATIHAR JN     
'15711',HWH KIR EXPRESS,HWH ,HOWRAH JN      ,KIR ,KATIHAR JN     
'15712',KIR HWH EXPRESS,KIR ,KATIHAR JN     ,HWH ,HOWRAH JN      
'15713',INTERCITY EXP  ,KIR ,KATIHAR JN     ,PNBE,PATNA JN       
'15714',INTERCITY EXP  ,PNBE,PATNA JN       ,KIR ,KATIHAR JN     
'15715',GARIB NAWAJ EXP,KNE ,KISHANGANJ     ,AII ,AJMER JN       
'15716',GARIB NAWAJ EXP,AII ,AJMER JN       ,KNE ,KISHANGANJ     
'15719',INTERCITY      ,KIR ,KATIHAR JN     ,SGUJ,SILIGURI JN    
'15720',INTERCITY      ,SGUJ,SILIGURI JN    ,KIR ,KATIHAR JN     
'15721',PAHARIA EXPRESS,DGHA,DIGHA FLAG STN ,NJP ,NEW JALPAIGURI 
'15722',PAHARIA EXPRESS,NJP ,NEW JALPAIGURI ,DGHA,DIGHA FLAG STN 
'15723',NJP SMI EXPRESS,NJP ,NEW JALPAIGURI ,SMI ,SITAMARHI      
'15724',SMI NJP EXPRESS,SMI ,SITAMARHI      ,NJP ,NEW JALPAIGURI 
'15817',DBB SHTT RR EXP,DBB ,DHUBRI         ,SHTT,SILGHAT TOWN   
'15818',SHTT DBB RR EXP,SHTT,SILGHAT TOWN   ,DBB ,DHUBRI         
'15901',DIBRUGARH EXP  ,SBC ,BANGALORE CY JN,DBRG,DIBRUGARH      
'15902',DBRG SBC EXPRES,DBRG,DIBRUGARH      ,SBC ,BANGALORE CY JN
'15903',DBRG CDG EXPRES,DBRG,DIBRUGARH      ,CDG ,CHANDIGARH     
'15904',CDG DBRG EXPRES,CDG ,CHANDIGARH     ,DBRG,DIBRUGARH      
'15905',DBRG  VIVEK EXP,CAPE,KANYAKUMARI    ,DBRG,DIBRUGARH      
'15906',VIVEK EXPRESS  ,DBRG,DIBRUGARH      ,CAPE,KANYAKUMARI    
'15909',ABADH ASSAM EXP,NTSK,NEW TINSUKIA JN,LGH ,LALGARH JN     
'15910',AVADH ASSAM EXP,LGH ,LALGARH JN     ,NTSK,NEW TINSUKIA JN
'15927',RNY DBRG EXPRES,RNY ,RANGIYA JN     ,DBRG,DIBRUGARH      
'15928',DBRG RNY EXPRES,DBRG,DIBRUGARH      ,RNY ,RANGIYA JN     
'15929',DIBRUGARH EXP  ,MS  ,CHENNAI EGMORE ,DBRG,DIBRUGARH      
'15930',DBRG MS EXPRESS,DBRG,DIBRUGARH      ,MS  ,CHENNAI EGMORE 
'15933',DBRG ASR EXPRES,DBRG,DIBRUGARH      ,ASR ,AMRITSAR JN    
'15934',ASR DBRG EXPRES,ASR ,AMRITSAR JN    ,DBRG,DIBRUGARH      
'15941',JHAJHA DBRG EXP,JAJ ,JHAJHA         ,DBRG,DIBRUGARH      
'15942',DBRG JHAJHA EXP,DBRG,DIBRUGARH      ,JAJ ,JHAJHA         
'15959',KAMRUP EXPRESS ,HWH ,HOWRAH JN      ,DBRG,DIBRUGARH      
'15960',KAMRUP EXPRESS ,DBRG,DIBRUGARH      ,HWH ,HOWRAH JN      
'16003',MAS NSL EXPRESS,MAS ,CHENNAI CENTRAL,NSL ,NAGARSOL       
'16004',NSL MAS WKLY EX,NSL ,NAGARSOL       ,MAS ,CHENNAI CENTRAL
'16021',KAVERI  EXPRESS,MAS ,CHENNAI CENTRAL,MYS ,MYSORE JN      
'16022',KAVERI EXPRESS ,MYS ,MYSORE JN      ,MAS ,CHENNAI CENTRAL
'16031',ANDAMAN EXPRESS,MAS ,CHENNAI CENTRAL,JAT ,JAMMU TAWI     
'16032',ANDAMAN EXPRESS,JAT ,JAMMU TAWI     ,MAS ,CHENNAI CENTRAL
'16053',TIRUPATHI EXP  ,MAS ,CHENNAI CENTRAL,TPTY,TIRUPATI       
'16054',MADRAS EXPRESS ,TPTY,TIRUPATI       ,MAS ,CHENNAI CENTRAL
'16057',SAPTHAGIRI EXP ,MAS ,CHENNAI CENTRAL,TPTY,TIRUPATI       
'16058',SAPTAGIRI EXP  ,TPTY,TIRUPATI       ,MAS ,CHENNAI CENTRAL
'16093',LUCKNOW EXP    ,MAS ,CHENNAI CENTRAL,LKO ,LUCKNOW NR     
'16094',LJN  MAS EXP   ,LJN ,LUCKNOW NE     ,MAS ,CHENNAI CENTRAL
'16101',RAMESWARAM EXP ,MS  ,CHENNAI EGMORE ,RMM ,RAMESWARAM     
'16102',CHENNAI EXPRESS,RMM ,RAMESWARAM     ,MS  ,CHENNAI EGMORE 
'16105',TIRUCHENDUR EXP,MS  ,CHENNAI EGMORE ,TCN ,TIRUCHENDUR    
'16106',TCN CHENNAI EXP,TCN ,TIRUCHENDUR    ,MS  ,CHENNAI EGMORE 
'16115',PUDUCHERRY EXP ,MS  ,CHENNAI EGMORE ,PDY ,PUDUCHERRY     
'16116',CHENNAI EXP    ,PDY ,PUDUCHERRY     ,MS  ,CHENNAI EGMORE 
'16125',MS JODHPUR EXP ,MS  ,CHENNAI EGMORE ,JU  ,JODHPUR JN     
'16126',JU MS EXPRESS  ,JU  ,JODHPUR JN     ,MS  ,CHENNAI EGMORE 
'16127',MS GURUVAYUR EX,MS  ,CHENNAI EGMORE ,GUV ,GURUVAYUR      
'16128',GUV CHENNAI EXP,GUV ,GURUVAYUR      ,MS  ,CHENNAI EGMORE 
'16129',MS TN LINK EXP ,MS  ,CHENNAI EGMORE ,TN  ,TUTICORIN      
'16130',TN MS LINK EXP ,TN  ,TUTICORIN      ,MS  ,CHENNAI EGMORE 
'16175',KARAIKAL EXP   ,MS  ,CHENNAI EGMORE ,KIK ,KARAIKAL       
'16176',CHENNAI EXP    ,KIK ,KARAIKAL       ,MS  ,CHENNAI EGMORE 
'16177',ROCK FORT EXP  ,MS  ,CHENNAI EGMORE ,TPJ ,TIRUCHCHIRAPALI
'16178',ROCKFORT EXPRES,TPJ ,TIRUCHCHIRAPALI,MS  ,CHENNAI EGMORE 
'16179',MANNAI EXP     ,MS  ,CHENNAI EGMORE ,MQ  ,MANNARGUDI     
'16180',MANNAI EXP     ,MQ  ,MANNARGUDI     ,MS  ,CHENNAI EGMORE 
'16181',SILAMBU EXPRESS,MS  ,CHENNAI EGMORE ,MNM ,MANAMADURAI JN 
'16182',SILAMBU EXPRESS,MNM ,MANAMADURAI JN ,MS  ,CHENNAI EGMORE 
'16183',UZHAVAN EXPRESS,MS  ,CHENNAI EGMORE ,TJ  ,THANJAVUR      
'16184',UZHAVAN EXPRESS,TJ  ,THANJAVUR      ,MS  ,CHENNAI EGMORE 
'16185',VELANKANNI EXP ,MS  ,CHENNAI EGMORE ,VLNK,VELLANKANNI    
'16186',VELANKANNI EXP ,VLNK,VELLANKANNI    ,MS  ,CHENNAI EGMORE 
'16187',ERNAKULAM EXP  ,KIK ,KARAIKAL       ,ERS ,ERNAKULAM JN   
'16188',ERS KARAIKALEXP,ERS ,ERNAKULAM JN   ,KIK ,KARAIKAL       
'16201',SBC SMET EXP   ,SBC ,BANGALORE CY JN,SMET,SHIMOGA TOWN   
'16202',SMET SBC EXP   ,SMET,SHIMOGA TOWN   ,SBC ,BANGALORE CY JN
'16203',TIRUPATHY EXP  ,MAS ,CHENNAI CENTRAL,TPTY,TIRUPATI       
'16204',TPTY MAS EXPRES,TPTY,TIRUPATI       ,MAS ,CHENNAI CENTRAL
'16205',MYSORE EXPRESS ,TLGP,TALGUPPA       ,MYS ,MYSORE JN      
'16206',TALGUPPA EXP   ,MYS ,MYSORE JN      ,TLGP,TALGUPPA       
'16209',AII MYS EXPRESS,AII ,AJMER JN       ,MYS ,MYSORE JN      
'16210',AJMER EXPRESS  ,MYS ,MYSORE JN      ,AII ,AJMER JN       
'16215',CHAMUNDI EXP   ,MYS ,MYSORE JN      ,SBC ,BANGALORE CY JN
'16216',CHAMUNDI EXPRES,SBC ,BANGALORE CY JN,MYS ,MYSORE JN      
'16217',MYS SNSI EXPRES,MYS ,MYSORE JN      ,SNSI,SAINAGAR SHIRDI
